title,runtime,des,date,rating,genre
Dinner for Schmucks,114,"    When he finds out that his work superiors host a dinner celebrating the idiocy of their guests, a rising executive questions it when he's invited, just as he befriends a man who would be the perfect guest.",2010,5.9,Comedy            
Live and Let Die,121,    007 is sent to stop a diabolically brilliant heroin magnate armed with a complex organization and a reliable psychic tarot card reader.,1973,6.8,"Action, Adventure, Thriller            "
Youth,124,    A retired orchestra conductor is on vacation with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.,2015,7.3,"Comedy, Drama, Music            "
Joy,124,"    Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",2015,6.6,Drama            
Zeroville,96,    A young actor arrives in Hollywood in 1969 during a transitional time in the Industry.,2019,4.7,"Comedy, Drama            "
Hackers,107,    Hackers are blamed for making a virus that will capsize five oil tankers.,1995,6.2,"Comedy, Crime, Drama            "
Rat Race,112,"    A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money.",2001,6.4,"Adventure, Comedy            "
Final Destination,98,"    After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",2000,6.7,"Horror, Thriller            "
Midnight Express,121,"    Billy Hayes (Brad Davis), an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",1978,7.6,"Biography, Crime, Drama            "
Charlie Wilson's War,102,"    A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects.",2007,7.0,"Biography, Comedy, Drama            "
Once Upon a Time in London,111,"    In the 1930s, organized crime came to England. The Italian Sabinis and English White family in West End dominated the London underworld. Come WWII and Jack ""Spot"" took over and later Billy Hill.",2019,6.4,Crime            
Revolution,43,"    Fifteen years after a permanent global blackout, a group of revolutionaries seeks to drive out an occupying force posing as the United States Government.",2014,6.7,"Action, Adventure, Drama            "
This Is 40,134,"    Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",2012,6.2,"Comedy, Romance            "
Mad Max Beyond Thunderdome,107,"    After being exiled from the most advanced town in post apocalyptic Australia, a drifter travels with a group of abandoned children to rebel against the town's queen.",1985,6.3,"Action, Adventure, Sci-Fi            "
Les Misérables,372,"    Television adaptation of Victor Hugo's classic novel, which follows Jean Valjean as he evades capture by the unyielding Inspector Javert. Set against a backdrop of post-Napoleonic France as unrest begins to grip the city of Paris once more.",2019,7.8,"Drama, History, Romance            "
Fortitude,60,"    Perched on the edge of the Arctic Circle, Fortitude is one of the safest towns on earth. There has never been a violent crime here. Until now.",2018,7.4,"Drama, Horror, Mystery            "
Look Away,103,"    LOOK AWAY is a psychological thriller that tells the story of Maria, an alienated high-school student whose life is turned upside down when she switches places with her sinister mirror image.",2018,6.2,"Fantasy, Horror, Thriller            "
Mud,130,    Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.,2012,7.4,Drama            
Brimstone,148,"    From the moment the new reverend climbs the pulpit, Liz knows she and her family are in great danger.",2016,7.1,"Drama, Mystery, Thriller            "
Disobedience,114,"    A woman returns to her Orthodox Jewish community that shunned her for her attraction to a female childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality.",2017,6.6,"Drama, Romance            "
Who's the Boss?,30,"    Tony Micelli, a retired baseball player, becomes the housekeeper of Angela Bower, an advertising executive in New York. Together they raise their kids, Samantha Micelli and Jonathan Bower, with help from Mona Robinson, Angela's man-crazy mother.",1992,6.5,"Comedy, Family, Romance            "
RoboCop,117,"    In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.",2014,6.2,"Action, Crime, Sci-Fi            "
Alien³,114,"    After her last encounter, Ellen Ripley crash-lands on Fiorina 161, a maximum security prison. When a series of strange and deadly events occur shortly after her arrival, Ripley realizes that she has brought along an unwelcome visitor.",1992,6.5,"Action, Horror, Sci-Fi            "
A Nightmare on Elm Street,95,"    The spectre of a disfigured man haunts the children of the parents who murdered him, stalking and killing them in their dreams.",2010,5.2,"Crime, Drama, Horror            "
From Dusk Till Dawn: The Series,45,    A Texas Ranger is in hot pursuit of the infamous Gecko brothers and their hostages. They all end up trapped in a desert bar secretly run by vampires and discover a vampire conspiracy.,2016,6.9,"Action, Crime, Horror            "
La leggenda del pianista sull'oceano,169,"    A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land.",1998,8.1,"Drama, Music, Romance            "
G.I. Joe: Retaliation,110,    The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,2013,5.8,"Action, Adventure, Sci-Fi            "
The Perfect Score,93,    Six high school seniors decide to break into the Princeton Testing Center so they can steal the answers to their upcoming SAT tests and all get perfect scores.,2004,5.7,"Comedy, Crime            "
The Descendants,115,    A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,2011,7.3,"Comedy, Drama            "
The Endless,111,"    As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.",2017,6.5,"Fantasy, Horror, Sci-Fi            "
Das Boot,60,    An inexperienced U-boat crew has to survive a secret mission and a young German woman is torn between loyalty for her home country and the French resistance in the WWII drama.,2018,7.4,"Drama, War            "
Match Point,124,"    At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",2005,7.6,"Drama, Romance, Thriller            "
Wayward Pines,60,"    A Secret Service agent goes to Wayward Pines, Idaho, in search of two federal agents who have gone missing in the bucolic town. He soon learns that he may never get out of Wayward Pines alive.",2016,7.4,"Drama, Mystery, Sci-Fi            "
Bacurau,131,"    After the death of her grandmother, Teresa comes home to her matriarchal village in a near-future Brazil to find a succession of sinister events that mobilizes all of its residents.",2019,8.1,"Action, Adventure, Mystery            "
The Wedding Singer,100,"    Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",1998,6.8,"Comedy, Music, Romance            "
Dreamgirls,130,"    A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.",2006,6.5,"Drama, Music, Musical            "
A Royal Christmas,90,"    Prince Leopold, heir to the throne of Cordinia, wishes to marry his young love Emily Taylor, a humble seamstress from Philadelphia. But Leopold's mother, Queen Isadora has other plans for her son.",2014,6.6,"Comedy, Family, Romance            "
Christmas Joy,84,"    Joy Holbrook is a market researcher about to get a sweet promotion just in time for the holidays. But she receives an urgent phone call from home and rushes back to help her Aunt recover from surgery, reuniting with her former crush, Ben.",2018,6.5,"Family, Romance            "
Remember Me,113,"    A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.",2010,7.1,"Drama, Romance            "
Wisting,60,"    Empathetic, meticulous and relentless - the only thing to escape Larvik detective William Wisting in his hunt for Norway's most notorious criminals is a happy family life. And when two ...                See full summary »",2019,7.5,Crime            
F Is for Family,30,"    Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",2015,8.0,"Animation, Comedy, Drama            "
TEOTFW,30,    The short film that became a pilot for the TV series 'The End of the F**king World',2014,7.6,"Short, Comedy            "
Surviving Christmas with the Relatives,101,"    Two sisters and their families spend - or rather, endure - Christmas at their late parents' dilapidated country house.",2018,4.8,Comedy            
Safe House,115,"    A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.",2012,6.7,"Action, Thriller            "
Terra Nova,46,"    Centers on the Shannons, an ordinary family from 2149 when the planet is dying, who are transported back 85 million years to prehistoric Earth where they join Terra Nova, a colony of humans with a second chance to build a civilization.",2011,6.7,"Adventure, Drama, Mystery            "
13 Going on 30,98,"    A girl makes a wish on her thirteenth birthday, and wakes up the next day as a thirty-year-old woman.",2004,6.1,"Comedy, Fantasy, Romance            "
The Many Saints of Newark,98,"    A look at the formative years of New Jersey gangster, Tony Soprano.",2020,0,"Crime, Drama            "
Paths of Glory,88,"    After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",1957,8.4,"Drama, War            "
Man with a Plan,30,    A dad finds out that parenting is harder than he thought after his wife goes back to work and he's left at home to take care of the kids.,2016,6.9,Comedy            
Machete,105,"    After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",2010,6.6,"Action, Crime, Thriller            "
The Preppy Murder: Death in Central Park,216,"    A definitive look at the notorious 1986 murder of Jennifer Levin in Central Park, featuring exclusive interviews and never-before-seen archival material.",2019,6.8,"Documentary, Crime            "
MacGyver,48,    The adventures of a secret Agent armed with almost infinite scientific resourcefulness.,1992,7.7,"Action, Adventure, Crime            "
Hamish Macbeth,60,"    Hamish Macbeth is a police constable in the small Scottish town of Lochdubh, who occasionally bends the rules when it suits him or when it can help some of his fellow eccentric townsfolk. ...                See full summary »",1997,7.8,"Comedy, Crime, Drama            "
D2: The Mighty Ducks,106,    Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?,1994,6.1,"Comedy, Drama, Family            "
Humans,42,    In a parallel present where the latest must-have gadget for any busy family is a 'Synth' - a highly-developed robotic servant that's so similar to a real human it's transforming the way we live.,2018,8.0,"Drama, Sci-Fi            "
Tomorrowland,130,"    Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",2015,6.4,"Action, Adventure, Family            "
The Elephant Queen,96,"    Athena is a mother who will do everything in her power to protect her herd when they are forced to leave their waterhole. This epic journey, narrated by Chiwetel Ejiofor, takes audiences across the African savannah, and into the heart of an elephant family. A tale of love, loss and coming home.",2019,8.0,"Documentary, Family            "
Tomorrow Never Dies,119,    James Bond heads to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,1997,6.5,"Action, Adventure, Thriller            "
Star Trek II: The Wrath of Khan,113,"    With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",1982,7.7,"Action, Adventure, Sci-Fi            "
Grease 2,115,    An English student at a 1960s American high school has to prove himself to the leader of a girls' gang whose members can only date greasers.,1982,4.4,"Comedy, Drama, Musical            "
The Next Three Days,133,    A married couple's life is turned upside down when the wife is accused of a murder.,2010,7.4,"Action, Crime, Drama            "
The Lizzie McGuire Movie,94,"    Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true.",2003,5.5,"Adventure, Comedy, Family            "
Table 19,87,"    Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway, only to find herself seated with five fellow unwanted guests at the dreaded Table 19.",2017,5.8,"Comedy, Drama, Romance            "
Peter Rabbit,95,    Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.,2018,6.5,"Animation, Adventure, Comedy            "
Steven Universe: The Movie,82,"    Steven thinks his time defending the Earth is over, but when a new threat comes to Beach City, Steven faces his biggest challenge yet.",2019,8.0,"Animation, Action, Adventure            "
Electric Dreams,60,    A sci-fi anthology series with stand-alone episodes based on the works of Philip K. Dick.,2017,7.3,Sci-Fi            
Frances Ha,86,"    A New York woman (who doesn't really have an apartment) apprentices for a dance company (though she's not really a dancer) and throws herself headlong into her dreams, even as the possibility of realizing them dwindles.",2012,7.4,"Comedy, Drama, Romance            "
The Prince of Egypt,99,    An Egyptian prince learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.,1998,7.1,"Animation, Adventure, Drama            "
Jungle 2 Jungle,105,"    A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process.",1997,5.2,"Comedy, Family            "
Murder on the Orient Express,128,"    In December 1935, when his train is stopped by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before.",1974,7.3,"Crime, Drama, Mystery            "
Short Term 12,96,    A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,2013,8.0,Drama            
The League of Extraordinary Gentlemen,110,"    In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission.",2003,5.8,"Action, Adventure, Fantasy            "
The Time Machine,96,"    Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",2002,6.0,"Action, Adventure, Sci-Fi            "
Enola Holmes,96,"    Upon the disappearance of their mother, the child sister of Sherlock and Mycroft Holmes runs away to become a fugitive private detective herself.",2020,0,"Drama, Mystery            "
Home Again,97,    Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,2017,5.8,"Comedy, Drama, Romance            "
End of Watch,109,"    Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",2012,7.6,"Action, Crime, Drama            "
Winter's Bone,100,    An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,2010,7.2,"Drama, Mystery            "
Dive Bomber,132,    A military surgeon teams with a ranking navy flyer to develop a high-altitude suit which will protect pilots from blacking out when they go into a steep dive.,1941,6.5,"Drama, War            "
First Reformed,113,"    A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.",2017,7.1,"Drama, Mystery, Thriller            "
This Is Where I Leave You,103,"    When their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof together for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens.",2014,6.6,"Comedy, Drama            "
The Rescuers Down Under,77,"    The R.A.S. agents, Miss Bianca and Bernard, race to Australia to save a little boy and a rare golden eagle from a murderous poacher.",1990,6.9,"Animation, Adventure, Crime            "
The Man from Earth,87,    An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,2007,7.9,"Drama, Fantasy, Sci-Fi            "
The Other Woman,109,"    After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",2014,6.0,"Comedy, Romance            "
Mortal Kombat,101,    Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,1995,5.8,"Action, Adventure, Fantasy            "
Filth,97,"    A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.",2013,7.1,"Comedy, Crime, Drama            "
The Elephant Man,124,"    A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",1980,8.1,"Biography, Drama            "
Hudson & Rex,45,"    Detective Charlie Hudson teams up with what he calls his ""highly trained law enforcement animal"" German Shepherd dog named Rex who he prefers to team up with because he doesn't talk his ear off.",2019,6.5,"Crime, Drama, Mystery            "
Red Joan,101,"    The story of Joan Stanley, who was exposed as the KGB's longest-serving British spy.",2018,6.3,"Biography, Drama, History            "
Pirate Radio,117,"    A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves.",2009,7.4,"Comedy, Drama, Music            "
Mighty Morphin Power Rangers,30,"    A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.",1999,6.4,"Action, Adventure, Family            "
Alex Rider,30,    The adventures of a reluctant teen spy on his missions to save the world.,0,0,"Action, Adventure, Family            "
The Public,119,    An act of civil disobedience turns into a standoff with police when homeless people in Cincinnati take over the public library to seek shelter from the bitter cold.,2018,6.5,Drama            
Rough Night,101,    Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.,2017,5.2,"Comedy, Crime, Thriller            "
Wonder Park,85,    Wonder Park tells the story of an amusement park where the imagination of a wildly creative girl named June comes alive.,2019,5.8,"Animation, Adventure, Comedy            "
Bloodsport,92,"    Follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur.",1988,6.8,"Action, Biography, Drama            "
Close Encounters of the Third Kind,138,"    Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO.",1977,7.6,"Drama, Sci-Fi            "
Let It Snow,82,    An executive examines her company's new property and prepares a presentation to transform the rustic lodge into a new hot spot.,2013,6.7,"Drama, Family, Romance            "
Daddy's Home,96,"    Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",2015,6.2,"Comedy, Family            "
Lights Out,81,"    Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",2016,6.3,"Drama, Horror, Mystery            "
Hellboy II: The Golden Army,120,"    The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy (Ron Perlman) and his team must save the world from the rebellious creatures.",2008,7.0,"Action, Adventure, Fantasy            "
Tuck Everlasting,90,    A young woman meets and falls in love with a young man who is part of a family of immortals.,2002,6.6,"Drama, Family, Fantasy            "
The Practice,60,    We follow the exploits and cases of defense attorneys of a Boston law firm. Bobby Donnell is the senior defense attorney and founder of the firm.,2004,7.7,"Crime, Drama, Mystery            "
V,60,"    A year after Liberation Day, courtesy of the red-dust bacteria, the humanoid, lizard-like aliens develop a resistance to the micro-organism and try to regain control of the Earth--only now some humans are knowingly working with them.",1985,7.4,"Action, Adventure, Sci-Fi            "
Alpha,96,"    In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship that would change humanity.",2018,6.7,"Adventure, Drama, Family            "
John Tucker Must Die,89,    Three ex-girlfriends of a serial cheater set up their former lover to fall for the new girl in town so they can watch him get his heart broken.,2006,5.7,"Comedy, Romance            "
Christmas Bells Are Ringing,90,"    Samantha ""Emilie Ullerup"" is a free lance photographer. She is on her way to Cape Cod to celebrate her father's Christmas Eve wedding. She enlists the help of an old childhood friend Mike ...                See full summary »",2018,6.6,Romance            
Elizabeth,124,    The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.,1998,7.4,"Biography, Drama, History            "
The Spiderwick Chronicles,96,"    Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",2008,6.5,"Action, Adventure, Drama            "
The Ugly Truth,96,    An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,2009,6.4,"Comedy, Romance            "
The Mistletoe Promise,84,    Based on the bestselling book by Richard Paul Evans. Two strangers who don't enjoy Christmas meet at work and to avoid being lonely during the holidays make a pact to deal with holiday ...                See full summary »,2016,6.7,"Comedy, Drama, Family            "
The Great Mouse Detective,74,"    Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy-maker and uncovers its link to his arch-enemy, Professor Ratigan.",1986,7.2,"Animation, Adventure, Family            "
The Abyss,145,    A civilian diving team is enlisted to search for a lost nuclear submarine and face danger while encountering an alien aquatic species.,1989,7.6,"Adventure, Drama, Mystery            "
Carter,42,"    An actor returns home after a public meltdown. Partnering with his police detective friend, he tries to use his acting experience to solve real crimes.",2015,6.4,"Comedy, Crime, Drama            "
Extra Ordinary,94,"    In an Irish town you call Rose, the driving instructor, if you have ghost etc. problems. Martin's deceased wife bothers him, so he calls Rose, who's single. A levitating daughter makes him call again.",2019,6.4,"Comedy, Fantasy, Horror            "
Lambs of God,54,"    Lambs of God is a dark, gothic tale about three nuns, each a generation apart, living in an isolated convent by the coast, and an unwelcome visitor who enters their lives and changes their world forever.",2019,7.3,Drama            
Lost in Space,60,    A space colony family struggles to survive when a spy/accidental stowaway throws their ship hopelessly off course.,1968,7.2,"Adventure, Comedy, Family            "
The Love Witch,120,"    A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.",2016,6.2,"Comedy, Horror, Romance            "
Hardcore Henry,96,"    Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",2015,6.7,"Action, Adventure, Sci-Fi            "
Splitting Up Together,30,    The story of a couple whose marriage is reignited by their divorce.,2019,6.9,Comedy            
Sex and the City 2,146,"    While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",2010,4.5,"Comedy, Drama, Romance            "
Back to the Future Part III,118,"    Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure out a way to escape the Old West before Emmett is murdered.",1990,7.4,"Adventure, Comedy, Sci-Fi            "
Transformers: Dark of the Moon,154,"    The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",2011,6.2,"Action, Adventure, Sci-Fi            "
Black Mirror: Bandersnatch,90,    A young programmer starts to question reality when he adapts a mad writer's fantasy novel into a video game.,2018,7.2,"Drama, Mystery, Sci-Fi            "
Raya and the Last Dragon,90,"    In a realm known as Lumandra, a re-imagined Earth inhabited by an ancient civilization, a warrior named Raya is determined to find the last dragon.",2020,0,"Animation, Adventure, Comedy            "
21 Jump Street,60,    The cases of an undercover police unit composed of young looking officers specializing in youth crime.,1991,7.2,"Crime, Drama, Mystery            "
Coach Carter,136,    Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.,2005,7.3,"Biography, Drama, Sport            "
Hot Girls Wanted,84,    A documentary about young women who have been drawn into the sex trade - and how easy it is for a web-savvy generation to end up making porn.,2015,6.1,Documentary            
Child's Play,87,"    A single mother gives her son a much sought-after doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",1988,6.6,"Horror, Thriller            "
Dragonball Evolution,85,"    The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",2009,2.5,"Action, Adventure, Fantasy            "
Professor Marston and the Wonder Women,108,"    The story of psychologist William Moulton Marston, and his polyamorous relationship with his wife and their mistress who would inspire his creation of the superheroine, Wonder Woman.",2017,7.1,"Biography, Drama            "
The Squid and the Whale,81,    Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,2005,7.3,"Comedy, Drama            "
Into the Blue,110,    A group of divers find themselves in deep trouble with a drug lord after they come upon the illicit cargo of a sunken airplane.,2005,5.8,"Action, Adventure, Crime            "
Giant,201,    Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,1956,7.6,"Drama, Western            "
A Christmas Miracle,201,"    When her boss steals her idea for their magazine's cover story, Emma searches for a Christmas miracle to write about with the help of her son and the handsome staff photographer.",2019,6.5,Romance            
The Night Shift,42,    A group of doctors from the Army return to work the night shift at a hospital in San Antonio.,2017,7.4,"Drama, Romance            "
Billy on the Street,30,"    Billy Eichner quizzes people in the face for ""amazing"" gifts and money.",2011,7.6,"Comedy, Game-Show, Reality-TV            "
Terms of Endearment,132,"    Follows hard-to-please Aurora looking for love, and her daughter's family problems.",1983,7.4,"Comedy, Drama            "
Freaky Friday,97,"    An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",2003,6.1,"Comedy, Family, Fantasy            "
Without a Trace,60,    The cases of an FBI unit specializing in missing persons investigations.,2009,6.9,"Crime, Drama, Mystery            "
Aladdin and the King of Thieves,81,"    The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.",1996,6.4,"Animation, Adventure, Comedy            "
Cowboy Bebop,24,    The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,1999,8.9,"Animation, Action, Adventure            "
Cop Land,105,"    The Sheriff of a suburban New Jersey community, populated by New York City police officers, slowly discovers the town is a front for mob connections and corruption.",1997,6.9,"Crime, Drama, Thriller            "
Changeling,141,    Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,2008,7.7,"Biography, Crime, Drama            "
The Lord of the Rings,141,"    Lord of the Rings based TV-series, set during the 3,441-year period, known as the Age of Númenor, or the Second Age.",0,0,"Adventure, Fantasy            "
Hunters,141,    A diverse band of Nazi hunters living in 1977 New York City discover hundreds of high-ranking Nazi officials are conspiring to create a Fourth Reich in the U.S. The eclectic team will set out on a bloody quest to bring them to justice.,2020,0,Drama            
Hill Street Blues,60,    The lives and work of the staff of an inner city police precinct.,1987,8.1,"Crime, Drama, Mystery            "
The Spy Who Loved Me,125,"    James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. Agent, whose lover he killed.",1977,7.1,"Action, Adventure, Thriller            "
Seven Years in Tibet,136,"    True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet.",1997,7.1,"Adventure, Biography, Drama            "
Good Burger,95,"    Two dim-witted teenagers are forced to save the fast food restaurant they work at from going out of business, despite a new-and-improved burger joint opening across the street that want to be the ""Top Dog"" in the fast food industry.",1997,5.7,"Comedy, Family            "
Live by Night,129,"    A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.",2016,6.4,"Action, Crime, Drama            "
The Man in the Iron Mask,132,    The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,1998,6.5,"Action, Adventure, Drama            "
Faster,98,    An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.,2010,6.4,"Action, Crime, Drama            "
Dressed to Kill,104,"    A mysterious blonde woman kills one of a psychiatrist's patients, and then goes after the high-class call girl who witnessed the murder.",1980,7.1,"Mystery, Thriller            "
The Book of Life,95,"    Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears.",2014,7.3,"Animation, Adventure, Comedy            "
Ed Wood,127,"    Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",1994,7.8,"Biography, Comedy, Drama            "
The Blackcoat's Daughter,93,    Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,2015,5.9,"Horror, Mystery, Thriller            "
Matchmaker Santa,75,"    As a little girl, Melanie Hogan (Lacey Chabert) wished to find her own Prince Charming, just like her parents found true love. Now an adult, Melanie is running her own bakery and dating a ...                See full summary »",2012,6.7,"Comedy, Drama, Romance            "
Ben-Hur,212,"    When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",1959,8.1,"Adventure, Drama, History            "
The Mask of Zorro,136,"    A young thief (Antonio Banderas), seeking revenge for the death of his brother, is trained by the once great, but aged Zorro (Sir Anthony Hopkins), who also pursues vengeance of his own.",1998,6.7,"Action, Adventure, Comedy            "
Zathura: A Space Adventure,101,    Two young brothers are drawn into an intergalactic adventure when their house is hurled through the depths of space by the magical board game they are playing.,2005,6.1,"Action, Adventure, Comedy            "
Bitten,44,    Elena navigates her life between the human world and the werewolf world as the only female of the species.,2016,7.1,"Drama, Fantasy, Horror            "
Set It Up,105,    Two corporate executive assistants hatch a plan to match-make their two bosses.,2018,6.5,"Comedy, Romance            "
Origin,45,    A group of strangers struggle for survival aboard a spaceship heading to a distant planet.,2018,7.1,"Horror, Sci-Fi            "
The Hole in the Ground,90,"    A young mother living in the Irish countryside with her son suspects his increasingly disturbing behavior is linked to a mysterious sinkhole in the forest, and fears he may not be her son at all.",2019,5.7,Horror            
